National Park,Olympic,"Port Angeles, WA","
With its incredible range of precipitation and elevation, diversity is the hallmark of Olympic National Park. Encompassing nearly a million acres, the park protects a vast wilderness, thousands of years of human history, and several distinctly different ecosystems, including glacier-capped mountains, old-growth temperate rain forests, and over 70 miles of wild coastline. Come explore!
",WA
National Historic Trail,Oregon,"Various States ID,KS,MO,NE,OR,WA,WY","
Imagine yourself an emigrant headed for Oregon: would promises of lush farmlands and a new beginning lure you to leave home and walk for weeks? More than 2,000 miles of trail ruts and traces can still be seen along the Oregon National Historic Trail in six states and serve as reminders of the sacrifices, struggles, and triumphs of early American settlers.
","ID,KS,MO,NE,OR,WA,WY"
National Historical Park,San Juan Island,"Friday Harbor, WA","
San Juan Island is well known for splendid vistas, saltwater shore, quiet woodlands, orca whales and one of the last remaining native prairies in the Puget Sound/Northern Straits region. But it was also here in 1859 that the United States and Great Britain nearly went to war over possession of the island, the crisis ignited by the death of a pig.
",WA
National Historic Site,Whitman Mission,"Walla Walla, WA","
The 1847 attack on the Whitmans horrified Americans and impacted the lives of the peoples of the Columbia Plateau for decades afterwards. Was killing the Whitmans justified legal retribution, an act of revenge, or some combination of both? The circumstances that surround this tragic event resonate with modern issues of cultural interaction and differing perspectives.
",WA
Affiliated Area,Wing Luke Museum,"Seattle, WA","
More than a museum, the Wing is an experience. A chance to truly understand what it was - and is - to be Asian American in the Pacific Northwest. Take a guided tour of a historic hotel and learn the inside story about what makes the local Chinatown-International District unique. Visitors explore thought-provoking exhibitions of real stories, including actor and martial arts master Bruce Lee.
",WA
National Scenic Trail,Appalachian,"Maine to Georgia, CT,GA,MA,MD,ME,NC,NH,NJ,NY,PA,TN,VA,VT,WV","
The Appalachian Trail is a 2,180+ mile long public footpath that traverses the scenic, wooded, pastoral, wild, and culturally resonant lands of the Appalachian Mountains. Conceived in 1921, built by private citizens, and completed in 1937, today the trail is managed by the National Park Service, US Forest Service, Appalachian Trail Conservancy, numerous state agencies and thousands of volunteers.
","CT,GA,ME,MD,MA,NH,NJ,NY,NC,PA,TN,VT,VA,WV"
National Scenic River,Bluestone,"Athens, Pipestem, and Hinton, WV","
The Bluestone River and the rugged and ancient gorge it has carved is a richly diverse and scenic area of the southern Appalachians. Bluestone National Scenic River is preserved as a living landscape that provides an unspoiled experience for visitors and a haven for a variety of plants and animals. The park protects a 10.5-mile section of the Bluestone River in southern West Virginia.
",WV
National Historical Park,Chesapeake & Ohio Canal,"Potomac River, DC,MD,WV","
Preserving America's early transportation history, the C&O Canal began as a dream of passage to Western wealth. Operating for nearly 100 years the canal was a lifeline for communities along the Potomac River as coal, lumber, and agricultural products floated down the waterway to market. Today it endures as a pathway for discovering historical, natural, and recreational treasures.
","DC,MD,WV"
No information,Chesapeake Bay,"Chesapeake Bay Watershed, DC,DE,MD,NY,PA,VA,WV","
NPS helps you learn about and enjoy the Chesapeake Bay, the largest estuary in North America.
Here, you can visit major league cities, colonial towns, American Indian landscapes, farms and fishing villages. You can learn to kayak, pick crabs, go fishing, tour a lighthouse, slurp oysters, and slow down to enjoy the natural beauty of the Chesapeake.
","DC,DE,MD,NY,PA,VA,WV"
National Heritage Area,Coal,WV,"
The 5300 square mile National Coal Heritage Area lies in southern West Virginia, a region shaped by the history of coal deposits found in its ancient mountains. Today, the area’s communities retain much of their original character as “company towns,” reflecting local traditions, immigrant laborers and the dominance of the coal industry.
",WV
National Recreation Area,Gauley River,"Summersville, WV","
The 25 miles of free-flowing Gauley River and the six miles of the Meadow River pass through scenic gorges and valleys containing a wide variety of natural and cultural features. The Gauley River contains several class V+ rapids, making it one of the most adventurous white water boating rivers in the east.
",WV
National Historical Park,Harpers Ferry,"Harpers Ferry, WV,VA,MD","
A visit to this quaint, historic community, at the confluence of the Potomac and Shenandoah rivers, is like stepping into the past.  Stroll the picturesque streets, visit exhibits and museums, or hike our trails and battlefields. Spend a day or a weekend.  We have something for everyone, so come and discover Harpers Ferry!
","MD,VA,WV"
National River,New River Gorge,"Hinton, Beckley, Glen Jean, and Fayetteville, WV","
A rugged, whitewater river flowing northward through deep canyons, the New River is among the oldest rivers on the continent. The park encompasses over 70,000 acres of land along the New River, is rich in cultural and natural history, and offers an abundance of scenic and recreational opportunities.
",WV
National Heritage Area,Wheeling,"Wheeling, WV","
The Wheeling National Heritage Area celebrates the city’s dramatic setting along the Ohio River, providing experiences in Victorian architecture, waterfront park development, historic city markets, renovated industrial buildings featuring retail shops, restaurants and interpretive exhibits, and West Virginia Independence Hall, the birthplace of the state of West Virginia during the Civil War.
",WV
National Lakeshore,Apostle Islands,"Lake Superior, WI","
Along windswept beaches and cliffs, visitors experience where water meets land and sky, culture meets culture, and past meets present. The 21 islands and 12 miles of mainland host a unique blend of cultural and natural resources.  Lighthouses shine over Lake Superior and the new wilderness areas. Visitors can hike, paddle, sail, or cruise to experience these Jewels of Lake Superior.
",WI
National Scenic Trail,Ice Age,"Madison, WI","
A mere 15,000 years ago during the Ice Age, much of North America lay under a huge glacier. Mammoths, saber tooth cats and cave lions roamed the earth! Some of the best evidence of this glacier is found in Wisconsin such as the state’s many lakes, river valleys, gently rolling hills, and ridges. The nearly 1,200 mile Ice Age National Scenic Trail, established in 1980, traces the glacier's edge.
",WI
National Scenic Trail,North Country,"Seven States-New York to North Dakota MI,MN,ND,NY,OH,PA,WI","
Come to the North Country. Trek the hills and valleys. Lakes and streams remain from glaciers 10,000 years before. Here you’ll find clear-flowing water, the red and gold of autumn, a fairyland of snow, wide open prairies, and distant horizons. Historic sites along the way tell the story of how America settled and grew as a nation. From New York to North Dakota, you're never far from adventure.
","MI,MN,NY,ND,OH,PA,WI"
National Scenic Riverway,Saint Croix,"Saint Croix Falls, WI,MN","
Grab your paddle and your longing for adventure and head to the St. Croix and Namekagon rivers! Together they form the St. Croix National Scenic Riverway, offering over 200 miles of clean water that glides and rushes through a forested landscape. Paddle, boat, fish, and camp among this wild and scenic beauty. Hiking and historic towns also beckon, if you can bear to leave the cool water.
","MN,WI"
